Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,efg%,PTS,FantasyPts,isWCC
Jess Lawson,#0,Loyola Marymount Lions,Santa Clara Broncos,1,01/02/26,31,4,3,7,2,1,0,2,3,5,18,0,2,11,11,0.278,21,34.0,True
Andjela Matic,#28,Loyola Marymount Lions,Santa Clara Broncos,1,01/02/26,30,0,3,3,5,0,0,3,2,2,6,2,5,5,5,0.5,11,25.0,True
Carly Heidger,#5,Loyola Marymount Lions,Santa Clara Broncos,1,01/02/26,23,3,2,5,0,1,0,2,0,3,7,0,0,0,0,0.429,6,12.0,True
Kayla Jones,#24,Loyola Marymount Lions,Santa Clara Broncos,1,01/02/26,9,4,1,5,1,0,0,0,2,2,7,0,0,0,0,0.286,4,12.0,True
Paula Reus Piza,#30,Loyola Marymount Lions,Santa Clara Broncos,1,01/02/26,17,1,3,4,2,1,0,1,1,5,6,1,2,2,2,0.917,13,36.0,True
Zawadi Ogot,#54,Loyola Marymount Lions,Santa Clara Broncos,1,01/02/26,16,0,1,1,1,1,1,2,0,3,4,0,0,0,0,0.75,6,18.0,True
Allison Clarke,#4,Loyola Marymount Lions,Santa Clara Broncos,1,01/02/26,21,0,0,0,1,1,0,2,2,0,5,0,5,0,0,0.0,0,-8.0,True
Lauren Whittaker,#33,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,23,2,8,10,1,1,0,1,2,7,12,0,2,2,2,0.583,16,39.0,True
Taylor Smith,#20,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,24,1,5,6,5,2,2,2,2,5,5,0,0,1,2,1.0,11,52.0,True
Teryn Gardner,#24,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,23,4,3,7,2,1,0,2,1,4,6,3,5,0,0,0.917,11,32.0,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,24,0,4,4,2,0,0,0,3,1,9,0,1,1,2,0.111,3,6.0,True
Allie Turner,#11,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,32,0,1,1,8,0,0,5,1,6,12,4,8,0,0,0.667,16,38.0,True
Jaiden Haile,#23,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,19,1,2,3,0,0,0,0,1,2,4,0,1,6,9,0.5,10,15.0,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,15,1,2,3,1,2,0,1,1,0,1,0,0,2,2,0.0,2,14.0,True
Julia Wilson,#3,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,21,0,2,2,3,1,0,2,3,1,2,0,0,0,2,0.5,2,12.0,True
Paige Lofing,#1,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,10,0,0,0,1,0,1,1,1,3,4,3,4,0,0,1.125,9,22.0,True
Christabel Osarobo,#12,Gonzaga Bulldogs,Seattle U Redhawks,1,01/02/26,9,0,1,1,2,0,0,2,0,2,3,0,0,1,2,0.667,5,10.0,True
Tamia Stricklin,#14,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,29,0,4,4,3,2,0,3,4,4,13,1,5,1,2,0.346,10,18.0,True
Lucija Milkovic,#7,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,22,1,2,3,3,0,1,2,2,3,4,2,2,0,0,1.0,8,26.0,True
Dylan Mogel,#5,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,18,0,2,2,1,1,0,2,1,1,4,0,0,0,0,0.25,2,4.0,True
Sydnie Rodriguez,#24,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,31,3,3,6,4,2,0,0,3,1,8,1,4,1,2,0.188,4,22.0,True
Ella Brubaker,#3,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,31,2,0,2,1,2,0,0,3,5,11,3,5,2,2,0.591,15,34.0,True
Fia Proctor,#4,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,12,0,0,0,0,1,0,0,1,2,2,0,0,0,0,1.0,4,12.0,True
Andjela Bigovic,#6,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,19,0,1,1,0,2,2,3,3,1,7,1,4,0,0,0.214,3,5.0,True
Jana Vesic,#9,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,22,1,0,1,1,0,0,1,3,5,9,1,1,2,3,0.611,13,22.0,True
Chloe Emanga,#8,Seattle U Redhawks,Gonzaga Bulldogs,0,01/02/26,16,1,1,2,3,0,1,1,1,0,4,0,1,0,0,0.0,0,7.0,True
Lauren Whittaker,#33,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,29,2,11,13,1,0,1,1,3,7,12,0,2,7,10,0.583,21,46.0,True
Taylor Smith,#20,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,20,2,2,4,2,1,1,1,3,1,3,0,0,2,2,0.333,4,20.0,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,27,3,4,7,2,0,0,4,3,6,13,0,1,3,3,0.462,15,24.0,True
Allie Turner,#11,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,31,1,4,5,3,0,0,2,4,5,15,3,7,0,0,0.433,13,22.0,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,22,0,1,1,2,0,1,3,1,2,10,0,3,0,0,0.2,4,0.0,True
Jaiden Haile,#23,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,19,6,3,9,2,0,2,0,3,1,3,0,0,0,0,0.333,2,24.0,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,12,1,1,2,0,0,0,2,1,2,3,1,1,0,0,0.833,5,6.0,True
Julia Wilson,#3,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,8,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0.0,0,3.0,True
Paige Lofing,#1,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,7,0,0,0,0,0,0,1,0,1,2,1,2,0,0,0.75,3,2.0,True
Teryn Gardner,#24,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,25,2,1,3,2,0,0,2,3,2,4,2,4,0,0,0.75,6,13.0,True
Christabel Osarobo,#12,Gonzaga Bulldogs,Santa Clara Broncos,0,01/04/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,True
Ava Schmidt,#13,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,20,2,2,4,0,0,1,1,2,1,10,1,7,1,2,0.15,4,-2.0,True
Kylee Fox,#30,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,29,1,2,3,1,0,0,1,2,5,10,3,6,4,4,0.65,17,30.0,True
Sophie Glancey,#12,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,31,3,5,8,0,0,2,0,2,5,10,2,2,5,6,0.6,17,42.0,True
Ashley Hawkins,#23,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,35,0,2,2,11,2,0,0,2,5,14,2,7,4,4,0.429,16,60.0,True
Maia Jones,#9,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,32,1,4,5,1,1,2,2,2,6,13,2,8,1,3,0.538,15,30.0,True
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,8,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0.5,2,8.0,True
Delainey Miller,#20,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,12,2,1,3,0,0,0,1,1,0,2,0,0,1,2,0.0,1,0.0,True
Kate Schat,#3,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,6,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0.0,0,-6.0,True
Aniya Hooker,#2,Santa Clara Broncos,Gonzaga Bulldogs,1,01/04/26,27,0,1,1,3,3,2,1,5,2,5,1,1,0,0,0.5,5,34.0,True
Edie Clarke,#7,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,22,4,2,6,3,1,1,3,1,0,2,0,1,2,2,0.0,2,16.0,True
Abigail Shoff,#5,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,22,1,2,3,1,1,0,2,3,2,4,1,2,0,0,0.625,5,13.0,True
Addi Wedin,#23,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,26,2,1,3,3,1,0,0,1,2,11,0,5,6,6,0.182,10,20.0,True
Emily Foy,#8,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,22,0,2,2,1,1,0,1,0,4,8,2,5,0,0,0.625,10,21.0,True
Malia Latu,#13,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,18,2,2,4,0,0,0,3,1,2,7,0,1,0,0,0.286,4,-0.0,True
Melesungu Afeaki,#22,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,16,0,0,0,0,0,0,2,2,3,4,0,0,2,2,0.75,8,10.0,True
Georgia Grigoropoulou,#10,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.0,True
Mauriana Hashemian-Orr,#3,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,17,0,4,4,3,0,0,2,2,2,3,0,0,0,0,0.667,4,16.0,True
Amy Kurkowski,#2,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,6,1,0,1,0,0,0,2,1,0,1,0,1,0,0,0.0,0,-5.0,True
Jada Hunter,#0,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,22,0,3,3,2,5,0,4,0,3,6,0,1,0,1,0.5,6,24.0,True
Ella Wedin,#33,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,16,0,3,3,0,0,0,0,2,2,5,2,5,0,0,0.6,6,11.0,True
Charlece Ohiaeri,#4,Saint Mary's Gaels,San Diego Toreros,1,01/04/26,10,0,3,3,0,1,0,0,0,1,2,0,1,0,0,0.5,2,10.0,True
Ayla Williams,#22,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,2,3.0,True
Olivia Owens,#24,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,31,0,3,3,2,3,0,2,3,3,9,0,3,2,2,0.333,8,20.0,True
Lilly Amor,#3,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,22,0,0,0,1,1,2,0,1,1,5,0,4,0,0,0.2,2,10.0,True
Kylie Ray,#6,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,37,2,3,5,5,1,1,9,4,7,22,3,13,0,0,0.386,17,15.0,True
Hallie Rhodes,#20,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,25,0,4,4,0,1,1,1,1,1,8,0,1,0,0,0.125,2,4.0,True
Eva Ruse,#15,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,29,5,5,10,1,2,1,1,1,5,6,0,0,4,6,0.833,14,44.0,True
Dresha Moore,#1,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,-2.0,True
Helen Holley,#10,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0.0,True
Jessica Ajayi,#4,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,10,1,1,2,0,2,0,1,1,0,2,0,2,0,0,0.0,0,2.0,True
Ysabella Von Seipler,#0,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,15,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1.0,2,12.0,True
Jayden Rhodes,#19,San Diego Toreros,Saint Mary's Gaels,0,01/04/26,14,0,2,2,0,2,0,2,1,1,2,0,1,0,0,0.5,2,6.0,True
Winner Bartholomew,#25,Pacific Tigers,Portland Pilots,0,01/04/26,29,4,4,8,0,1,0,2,4,2,14,0,1,3,4,0.143,7,5.0,True
Daria Nestorov,#21,Pacific Tigers,Portland Pilots,0,01/04/26,31,1,3,4,6,1,0,9,3,2,8,0,4,3,3,0.25,7,6.0,True
Nyah Lowery,#15,Pacific Tigers,Portland Pilots,0,01/04/26,21,2,3,5,0,0,0,2,2,1,9,1,4,0,0,0.167,3,-4.0,True
Stella Szabo,#5,Pacific Tigers,Portland Pilots,0,01/04/26,29,2,5,7,0,0,0,0,0,2,5,2,5,0,0,0.6,6,14.0,True
Sydney Ward,#10,Pacific Tigers,Portland Pilots,0,01/04/26,30,2,5,7,2,0,1,4,3,3,9,1,2,6,7,0.389,13,22.0,True
Luisa Anderegg,#11,Pacific Tigers,Portland Pilots,0,01/04/26,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0,-2.0,True
Sophia Mindermann,#8,Pacific Tigers,Portland Pilots,0,01/04/26,11,0,0,0,0,0,0,0,1,2,6,1,5,0,0,0.417,5,2.0,True
Liv Yergensen,#7,Pacific Tigers,Portland Pilots,0,01/04/26,24,0,2,2,3,1,0,3,1,0,2,0,2,3,4,0.0,3,6.0,True
Hannah Burg,#3,Pacific Tigers,Portland Pilots,0,01/04/26,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,2.0,True
Marina Radocaj,#9,Pacific Tigers,Portland Pilots,0,01/04/26,20,2,5,7,0,1,1,2,5,4,6,0,0,1,2,0.667,9,24.0,True
Lainey Spear,#20,Portland Pilots,Pacific Tigers,1,01/04/26,28,1,2,3,3,2,0,2,2,3,10,0,0,5,6,0.3,11,26.0,True
Julia Dalan,#44,Portland Pilots,Pacific Tigers,1,01/04/26,22,2,6,8,0,1,5,1,2,5,9,0,0,1,4,0.556,11,42.0,True
Rhyan Mogel,#22,Portland Pilots,Pacific Tigers,1,01/04/26,30,0,2,2,7,4,0,4,3,3,8,0,0,2,2,0.375,8,38.0,True
Dyani Ananiev,#2,Portland Pilots,Pacific Tigers,1,01/04/26,33,3,7,10,4,0,1,1,1,6,13,3,4,2,2,0.577,17,50.0,True
Florence Dallow,#3,Portland Pilots,Pacific Tigers,1,01/04/26,20,3,2,5,1,1,0,2,3,0,4,0,2,4,6,0.0,4,6.0,True
Ella Zimmerman,#42,Portland Pilots,Pacific Tigers,1,01/04/26,5,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0,1,0.0,True
Jada Kennedy,#9,Portland Pilots,Pacific Tigers,1,01/04/26,10,0,4,4,0,1,1,1,2,3,4,0,0,0,0,0.75,6,20.0,True
Brynn Smith,#12,Portland Pilots,Pacific Tigers,1,01/04/26,9,0,1,1,3,0,0,0,1,1,4,1,2,0,0,0.375,3,14.0,True
Caitlin Monahan,#14,Portland Pilots,Pacific Tigers,1,01/04/26,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,2.0,True
Tiffany Barbosa,#7,Portland Pilots,Pacific Tigers,1,01/04/26,11,1,1,2,0,1,0,1,4,0,0,0,0,2,2,,2,7.0,True
Natalie Fraley,#10,Portland Pilots,Pacific Tigers,1,01/04/26,8,0,1,1,0,0,0,1,0,2,3,0,0,2,3,0.667,6,8.0,True
Nicole Anderson,#17,Portland Pilots,Pacific Tigers,1,01/04/26,21,0,3,3,2,1,0,0,1,2,8,1,6,0,0,0.312,5,13.0,True
Natasa Tausova,#12,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,28,0,4,4,1,2,1,1,2,3,6,0,0,0,0,0.5,6,25.0,True
Noelia Mourio,#3,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,29,3,4,7,4,0,1,2,5,2,6,0,0,2,2,0.333,6,26.0,True
Aina Cargol,#9,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,39,0,3,3,8,1,0,2,2,4,10,1,3,8,10,0.45,17,47.0,True
Candy Edokpaigbe,#23,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,31,0,2,2,2,1,2,2,4,6,10,0,1,5,6,0.6,17,40.0,True
Mara Neira,#2,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,33,0,5,5,2,0,0,4,3,8,15,3,7,0,0,0.633,19,30.0,True
Nevaeh Ferrara Horne,#7,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,11,0,0,0,0,0,2,1,1,0,0,0,0,0,0,,0,6.0,True
Sol Castro,#24,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,16,3,1,4,1,0,0,1,1,2,3,0,0,0,0,0.667,4,12.0,True
Meghan McIntyre,#4,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,14,0,1,1,0,0,0,0,1,2,3,0,1,1,1,0.667,5,10.0,True
Paula Tirado,#22,San Francisco Dons,Loyola Marymount Lions,1,01/04/26,24,1,3,4,1,1,0,0,1,4,6,1,2,2,2,0.75,11,30.0,True
Maya Hernandez,#55,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,37,4,6,10,1,2,0,0,3,7,16,0,1,5,8,0.438,19,42.0,True
Ivana Krajina,#13,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,33,1,1,2,4,3,0,1,5,2,4,0,0,0,0,0.5,4,28.0,True
Jess Lawson,#0,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,31,6,3,9,2,0,0,1,3,11,24,0,0,10,13,0.458,32,56.0,True
Andjela Matic,#28,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,39,1,4,5,3,0,0,1,1,4,13,3,7,2,2,0.423,13,25.0,True
Carly Heidger,#5,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,26,1,0,1,3,1,0,1,3,1,5,1,3,0,0,0.3,3,12.0,True
Kayla Jones,#24,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,8,0,1,1,0,0,0,1,1,2,2,0,0,0,0,1.0,4,6.0,True
Paula Reus Piza,#30,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,19,0,2,2,2,0,0,3,1,0,4,0,2,0,0,0.0,0,-6.0,True
Zawadi Ogot,#54,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,8,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,0,-2.0,True
Allison Clarke,#4,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,19,0,0,0,2,2,0,0,0,1,4,1,4,2,3,0.375,5,16.0,True
Mari Somvichian,#2,Loyola Marymount Lions,San Francisco Dons,0,01/04/26,4,0,1,1,0,0,0,0,0,0,0,0,0,2,2,,2,4.0,True
